Locustag	begin	end	length	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo0029	32197	32535	339	+	32197	32535	339	ORF	lmo0029	hypothetical protein - RAST_Product: FIG00774140: hypothetical protein	FIG00774140: hypothetical protein		Not in COGs	ATG	 
lmo0030	32571	33380	810	-	32571	33380	810	ORF		hypothetical protein - RAST_Product: hydrolase, haloacid dehalogenase-like family	hydrolase, haloacid dehalogenase-like family	Operon_007	General function prediction only	TTG	 
lmo0031	33397	34452	1056	-	33397	34452	1056	ORF		LacI family transcription regulator	transcriptional regulator LacI family	Operon_007	Transcription	ATG	 
lmo0032	34654	35619	966	+	34654	35619	966	ORF	similar to xylose repressor	hypothetical protein - RAST_Product: Sugar kinase and transcription regulator (EC 2.7.1.-)	Sugar kinase and transcription regulator (EC 2.7.1.-)		"Transcription; Carbohydrate transport and metabolism;"	TTG	 
lmo0033	35616	38018	2403	+	35616	38018	2403	ORF	similar to endoglucanase	hypothetical protein - RAST_Product: glycosyl hydrolase, family 9	glycosyl hydrolase, family 9		Not in COGs	ATG	 
lmo0034	38031	39383	1353	+	38031	39383	1353	ORF	similar to PTS system, cellobiose-specific IIC component	hypothetical protein - RAST_Product: PTS system, cellobiose-specific IIC component (EC 2.7.1.69)	PTS system, cellobiose-specific IIC component (EC 2.7.1.69)		Carbohydrate transport and metabolism	ATG	 
lmo0035	39385	40470	1086	+	39385	40470	1086	ORF	similar to Glucosamine--fructose-6-phosphate aminotransferase (C-terminal domain)	hypothetical protein - RAST_Product: putative glucosamine-fructose-6-phosphate aminotransferase	putative glucosamine-fructose-6-phosphate aminotransferase		Cell wall/membrane biogenesis	ATG	 
lmo0036	40705	41730	1026	+	40705	41730	1026	ORF	"similar to ornithine carbamoyltransferase; catalyzes the formation of putrescine from carbamoyl-putrescine during agmatine degradation"	putrescine carbamoyltransferase	Putrescine carbamoyltransferase (EC 2.1.3.6)		Amino acid transport and metabolism	ATG	 
lmo0037	41803	43188	1386	+	41803	43188	1386	ORF	similar to amino acid transporter	hypothetical protein - RAST_Product: Agmatine/putrescine antiporter, associated with agmatine catabolism	Agmatine/putrescine antiporter, associated with agmatine catabolism		Amino acid transport and metabolism	TTG	 
lmo0038	43175	44266	1092	+	43175	44266	1092	ORF	"Putative agmatine deiminase 1; catalyzes the formation of carbamoylputrescine from agmatine in the arginine decarboxylase pathway of putrescine biosynthesis"	agmatine deiminase	Agmatine deiminase (EC 3.5.3.12)	Operon_008	Amino acid transport and metabolism	ATG	 
lmo0039	44282	45223	942	+	44282	45223	942	ORF	"similar to carbamate kinase; catalyzes the reversible synthesis of carbamate and ATP from carbamoyl phosphate and ADP"	carbamate kinase	Carbamate kinase (EC 2.7.2.2)	Operon_008	Amino acid transport and metabolism	ATG	 
lmo0040	45325	46434	1110	+	45325	46434	1110	ORF	"Putative agmatine deiminase 2; catalyzes the formation of carbamoylputrescine from agmatine in the arginine decarboxylase pathway of putrescine biosynthesis"	agmatine deiminase	Agmatine deiminase (EC 3.5.3.12)		Amino acid transport and metabolism	ATG	 
lmo0041	46451	47230	780	+	46451	47230	780	ORF	conserved hypothetical protein, hypothetical regulator	hypothetical protein - RAST_Product: phosphosugar-binding protein	phosphosugar-binding protein		Transcription	ATG	 
lmo0042	47335	47994	660	+	47335	47994	660	ORF	similar to E. coli DedA protein	hypothetical protein - RAST_Product: DedA protein	DedA protein		Function unknown	GTG	 
lmo0043	48074	49306	1233	+	48074	49306	1233	ORF	"similar to arginine deiminase; catalyzes the degradation of arginine to citruline and ammonia"	arginine deiminase	Arginine deiminase (EC 3.5.3.6)		Amino acid transport and metabolism	ATG	 
lmo0044	49585	49878	294	+	49585	49878	294	ORF	binds cooperatively with S18 to the S15-16S complex, allowing platform assembly to continue with S11 and S21	30S ribosomal protein S6	SSU ribosomal protein S6p	Operon_009	Translation	ATG	 
lmo0045	49934	50470	537	+	49934	50470	537	ORF	highly similar to single-strand binding protein (SSB)	hypothetical protein - RAST_Product: Single-stranded DNA-binding protein	Single-stranded DNA-binding protein	Operon_009	Replication, recombination and repair	ATG	 
lmo0046	50514	50753	240	+	50514	50753	240	ORF	"binds as a heterodimer with protein S6 to the central domain of the 16S rRNA; helps stabilize the platform of the 30S subunit"	30S ribosomal protein S18	SSU ribosomal protein S18p	Operon_009	Translation	ATG	 
lmo0047	50907	51518	612	+	50907	51518	612	ORF	lmo0047	hypothetical protein - RAST_Product: lipoprotein, putative	lipoprotein, putative		Function unknown	ATG	 
lmo0048	51775	52389	615	+	51775	52389	615	ORF	"similar to Staphylococcus two-component sensor histidine kinase AgrB; essential for production of a quorum sensing autoinducing peptide"	putative accessory gene regulator protein	Accessory gene regulator protein B (EC 3.4.-.-)	Operon_010	"Posttranslational modification, protein turnover, chaperones; Signal transduction mechanisms; Transcription;"	TTG	 
lmo0049	52373	52534	162	+	52373	52534	162	ORF	lmo0049	hypothetical protein - RAST_Product: accessory gene regulator protein D, putative	accessory gene regulator protein D, putative	Operon_010	Not in COGs	ATG	 
lmo0050	52630	53925	1296	+	52630	53925	1296	ORF	similar to sensor histidine kinase (AgrC from Staphylococcus)	hypothetical protein - RAST_Product: Histidine kinase of the competence regulon ComD	Histidine kinase of the competence regulon ComD	Operon_010	Signal transduction mechanisms	ATG	 
lmo0051	53944	54672	729	+	53944	54672	729	ORF	similar to 2-components response regulator protein (AgrA from Staphylococcus)	hypothetical protein - RAST_Product: Response regulator of the competence regulon ComE	Response regulator of the competence regulon ComE	Operon_010	"Transcription; Signal transduction mechanisms;"	ATG	 
lmo0052	54839	56812	1974	+	54839	56812	1974	ORF	highly similar to B. subtilis YybT protein	hypothetical protein - RAST_Product: Phosphoesterase, DHH family protein	Phosphoesterase, DHH family protein	Operon_011	Signal transduction mechanisms	ATG	 
lmo0053	56815	57261	447	+	56815	57261	447	ORF	in Escherichia coli this protein is wrapped around the base of the L1 stalk	50S ribosomal protein L9	LSU ribosomal protein L9p	Operon_011	Translation	ATG	 
lmo0054	57286	58638	1353	+	57286	58638	1353	ORF	"highly similar to replicative DNA helicases; unwinds double stranded DNA"	replicative DNA helicase	Replicative DNA helicase (EC 3.6.1.-) [SA14-24]	Operon_011	Replication, recombination and repair	GTG	 
lmo0055	58897	60189	1293	+	58897	60189	1293	ORF	"highly similar to adenylosuccinate synthetase; catalyzes the formation of N6-(1,2,-dicarboxyethyl)-AMP from L-aspartate, inosine monophosphate and GTP in AMP biosynthesis"	adenylosuccinate synthetase	Adenylosuccinate synthetase (EC 6.3.4.4)		Nucleotide transport and metabolism	ATG	 
lmo0056	60506	60799	294	+	60506	60799	294	ORF	similar to a small heat shock protein of Clostridium acetobutylicum	hypothetical protein - RAST_Product: ESAT-6/Esx family secreted protein EsxA/YukE	ESAT-6/Esx family secreted protein EsxA/YukE		Function unknown	ATG	 
lmo0057	60948	64154	3207	+	60948	64154	3207	ORF	similar to B. subtilis YueB protein	hypothetical protein - RAST_Product: Putative secretion accessory protein EsaA/YueB	Putative secretion accessory protein EsaA/YueB		Function unknown	ATG	 
lmo0058	64144	64659	516	+	64144	64659	516	ORF	lmo0058	hypothetical protein - RAST_Product: Putative secretion system component EssA	Putative secretion system component EssA		Not in COGs	ATG	 
lmo0059	64677	64928	252	+	64677	64928	252	ORF	similar to B. subtilis YukD protein	hypothetical protein - RAST_Product: Putative secretion accessory protein EsaB/YukD	Putative secretion accessory protein EsaB/YukD		Function unknown	TTG	 
lmo0060	64950	66146	1197	+	64950	66146	1197	ORF	similar to B. subtilis YukC protein	hypothetical protein - RAST_Product: Putative secretion system component EssB/YukC	Putative secretion system component EssB/YukC		Function unknown	ATG	 
lmo0061	66160	70656	4497	+	66160	70656	4497	ORF	highly similar to B. subtilis YukA protein	hypothetical protein - RAST_Product: FtsK/SpoIIIE family protein, putative secretion system component EssC/YukA	FtsK/SpoIIIE family protein, putative secretion system component EssC/YukA		Cell cycle control, mitosis and meiosis	ATG	 
lmo0062	70676	71071	396	+	70676	71071	396	ORF	lmo0062	hypothetical protein - RAST_Product: Putative EsaC protein analog (Listeria type 1)	Putative EsaC protein analog (Listeria type 1)		Not in COGs	ATG	 
lmo0063	71064	71363	300	+	71064	71363	300	ORF	lmo0063	hypothetical protein - RAST_Product: ESAT-6/Esx family secreted protein EsxB	ESAT-6/Esx family secreted protein EsxB		Not in COGs	ATG	 
lmo0064	71360	72061	702	+	71360	72061	702	ORF	lmo0064	hypothetical protein - RAST_Product: SAV0291 homolog within ESAT-6 gene cluster	SAV0291 homolog within ESAT-6 gene cluster		Not in COGs	ATG	 
lmo0065	72062	72394	333	+	72062	72394	333	ORF	lmo0065	hypothetical protein - RAST_Product: Lmo0065 homolog within ESAT-6 gene cluster	Lmo0065 homolog within ESAT-6 gene cluster		Not in COGs	ATG	 
lmo0066	72408	74222	1815	+	72408	74222	1815	ORF	similar to toxin components	hypothetical protein - RAST_Product: Lmo0066 homolog within ESAT-6 gene cluster, similarity to ADP-ribosylating toxins	Lmo0066 homolog within ESAT-6 gene cluster, similarity to ADP-ribosylating toxins		Signal transduction mechanisms	ATG	 
lmo0067	74239	75228	990	+	74239	75228	990	ORF	similar to dinitrogenase reductase ADP-ribosylation system	hypothetical protein - RAST_Product: ADP-ribosylglycohydrolase	ADP-ribosylglycohydrolase	Operon_012	Posttranslational modification, protein turnover, chaperones	ATG	 
lmo0068	75342	75665	324	+	75342	75665	324	ORF	lmo0068	hypothetical protein - RAST_Product: FIG00774538: hypothetical protein	FIG00774538: hypothetical protein	Operon_012	Not in COGs	ATG	 
lmo0069	75832	76125	294	+	75832	76125	294	ORF	lmo0069	hypothetical protein	Lmo0069 homolog within ESAT-6 gene cluster	Operon_012	Not in COGs	ATG	 
lmo0070	76262	76984	723	+	76262	76984	723	ORF	lmo0070	hypothetical protein - RAST_Product: FIG00775182: hypothetical protein	FIG00775182: hypothetical protein	Operon_013	Not in COGs	GTG	 
lmo0071	77149	77406	258	+	77149	77406	258	ORF	lmo0071	hypothetical protein - RAST_Product: FIG00775814: hypothetical protein	FIG00775814: hypothetical protein	Operon_013	Not in COGs	TTG	 
lmo0072	77863	78066	204	+	77863	78066	204	ORF		hypothetical protein		Operon_013	Not in COGs	GTG	 
lmo0073	78090	78374	285	+	78090	78374	285	ORF	lmo0073	hypothetical protein - RAST_Product: FIG00775054: hypothetical protein	FIG00775054: hypothetical protein	Operon_013	Not in COGs	ATG	 
lmo0074	78362	78811	450	+	78362	78811	450	ORF	lmo0074	hypothetical protein	FIG00774981: hypothetical protein	Operon_013	Not in COGs	ATG	 
lmo0075	79047	79820	774	+	79047	79820	774	ORF	similar to carboxyphosphonoenolpyruvate phosphonomutase	hypothetical protein - RAST_Product: Probable carboxyvinyl-carboxyphosphonate phosphorylmutase (EC 2.7.8.23)	Probable carboxyvinyl-carboxyphosphonate phosphorylmutase (EC 2.7.8.23)		Carbohydrate transport and metabolism	ATG	 
lmo0076	79817	80869	1053	+	79817	80869	1053	ORF	similar to E. coli Ada protein (O6-methylguanine-DNA methyltransferase)	hypothetical protein - RAST_Product: ADA regulatory protein / Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)	ADA regulatory protein / Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)		"Replication, recombination and repair; Nucleotide transport and metabolism;"	GTG	 
lmo0077	80892	81530	639	-	80892	81530	639	ORF		hypothetical protein - RAST_Product: FIG00774172: hypothetical protein	FIG00774172: hypothetical protein		Function unknown	ATG	 
lmo0078	81661	82617	957	+	81661	82617	957	ORF	similar to phosphoglycerate dehydrogenase	hypothetical protein - RAST_Product: Glyoxylate reductase (EC 1.1.1.79) / Glyoxylate reductase (EC 1.1.1.26) / Hydroxypyruvate reductase (EC 1.1.1.81)	Glyoxylate reductase (EC 1.1.1.79) / Glyoxylate reductase (EC 1.1.1.26) / Hydroxypyruvate reductase (EC 1.1.1.81)		"Energy production and conversion; Coenzyme transport and metabolism; General function prediction only;"	ATG	 
lmo0079	82959	84437	1479	+	82959	84437	1479	ORF	lmo0079	hypothetical protein - RAST_Product: FIG00774616: hypothetical protein	FIG00774616: hypothetical protein	Operon_014	Posttranslational modification, protein turnover, chaperones	GTG	 
lmo0080	84451	84849	399	+	84451	84849	399	ORF	lmo0080	hypothetical protein - RAST_Product: Lmo0080 protein	Lmo0080 protein	Operon_014	Not in COGs	ATG	 
lmo0081	85025	85627	603	+	85025	85627	603	ORF	lmo0081	hypothetical protein - RAST_Product: hypothetical protein	hypothetical protein	Operon_014	Not in COGs	ATG	 
lmo0082	85902	86228	327	+	85902	86228	327	ORF	lmo0082	hypothetical protein		Operon_014	Not in COGs	ATG	 
lmo0083	86323	86691	369	-	86323	86691	369	ORF	similar to transcription regulator (merR family)	hypothetical protein - RAST_Product: transcriptional regulator, MerR family	transcriptional regulator, MerR family	Operon_015	Transcription	ATG	 
lmo0084	86747	87730	984	-	86747	87730	984	ORF	similar to oxidoreductases	hypothetical protein - RAST_Product: Aldo-keto reductase	Aldo-keto reductase	Operon_015	Energy production and conversion	ATG	 
lmo0085	88121	88810	690	+	88121	88810	690	ORF	lmo0085	hypothetical protein - RAST_Product: FIG00774847: hypothetical protein	FIG00774847: hypothetical protein		Not in COGs	ATG	 
lmo0086	88888	94767	5880	+	88888	94767	5880	ORF	lmo0086	hypothetical protein - RAST_Product: FIG00774455: hypothetical protein	FIG00774455: hypothetical protein		Not in COGs	TTG	 
lmo0087	94764	97070	2307	+	94764	97070	2307	ORF	lmo0087	hypothetical protein - RAST_Product: FIG00774343: hypothetical protein	FIG00774343: hypothetical protein		Not in COGs	ATG	 
lmo0088	97127	97369	243	+	97127	97369	243	ORF	similar to ATP synthase C chain	hypothetical protein - RAST_Product: ATP synthase C chain (EC 3.6.3.14)	ATP synthase C chain (EC 3.6.3.14)		Energy production and conversion	ATG	 
lmo0089	97381	98412	1032	+	97381	98412	1032	ORF	weakly similar to ATP synthase delta chain	hypothetical protein - RAST_Product: ATP synthase F1, delta subunit	ATP synthase F1, delta subunit		Energy production and conversion	ATG	 
lmo0090	98409	99905	1497	+	98409	99905	1497	ORF	"similar to ATP synthase alpha chain; produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a catalytic subunit"	F0F1 ATP synthase subunit alpha	ATP synthase alpha chain (EC 3.6.3.14)		Energy production and conversion	TTG	 
lmo0091	99902	100771	870	+	99902	100771	870	ORF	similar to ATP synthase gamma chain	hypothetical protein - RAST_Product: ATP synthase gamma chain (EC 3.6.3.14)	ATP synthase gamma chain (EC 3.6.3.14)		Energy production and conversion	TTG	 
lmo0092	100772	102142	1371	+	100772	102142	1371	ORF	"similar to ATP synthase beta chain; produces ATP from ADP in the presence of a proton gradient across the membrane; the beta chain is a regulatory subunit"	F0F1 ATP synthase subunit beta	ATP synthase beta chain (EC 3.6.3.14)		Energy production and conversion	ATG	 
lmo0093	102155	102478	324	+	102155	102478	324	ORF	similar to ATP synthase epsilon chain	hypothetical protein - RAST_Product: ATP synthase F1, epsilon subunit	ATP synthase F1, epsilon subunit		Energy production and conversion	ATG	 
lmo0094	102468	103028	561	+	102468	103028	561	ORF	lmo0094	hypothetical protein - RAST_Product: FIG00774358: hypothetical protein	FIG00774358: hypothetical protein		Not in COGs	ATG	 
lmo0095	103204	103836	633	+	103204	103836	633	ORF	lmo0095	hypothetical protein - RAST_Product: FIG00774239: hypothetical protein	FIG00774239: hypothetical protein		Not in COGs	ATG	 
lmo0096	104134	105099	966	+	104134	105099	966	ORF	similar to PTS system mannose-specific, factor IIAB	hypothetical protein - RAST_Product: PTS system, mannose-specific IIB component (EC 2.7.1.69) / PTS system, mannose-specific IIA component (EC 2.7.1.69)	PTS system, mannose-specific IIB component (EC 2.7.1.69) / PTS system, mannose-specific IIA component (EC 2.7.1.69)	Operon_016	Carbohydrate transport and metabolism	ATG	 
lmo0097	105123	105929	807	+	105123	105929	807	ORF	similar to PTS system mannose-specific, factor IIC	hypothetical protein - RAST_Product: PTS system, mannose-specific IIC component (EC 2.7.1.69)	PTS system, mannose-specific IIC component (EC 2.7.1.69)	Operon_016	Carbohydrate transport and metabolism	ATG	 
lmo0098	105951	106862	912	+	105951	106862	912	ORF	similar to PTS system mannose-specific, factor IID	hypothetical protein - RAST_Product: PTS system, mannose-specific IID component (EC 2.7.1.69)	PTS system, mannose-specific IID component (EC 2.7.1.69)	Operon_016	Carbohydrate transport and metabolism	ATG	 
lmo0099	106988	107377	390	+	106988	107377	390	ORF	lmo0099	hypothetical protein - RAST_Product: Putative regulator of the mannose operon, ManO	Putative regulator of the mannose operon, ManO		Function unknown	TTG	 
lmo0100	107499	107849	351	+	107499	107849	351	ORF	lmo0100	hypothetical protein - RAST_Product: FIG00774211: hypothetical protein	FIG00774211: hypothetical protein		Function unknown	ATG	 
lmo0101	107915	108208	294	-	107915	108208	294	ORF	similar to transcription regulator	hypothetical protein - RAST_Product: transcriptional regulator, ArsR family	transcriptional regulator, ArsR family		Transcription	ATG	 
lmo0102	108320	108610	291	+	108320	108610	291	ORF	lmo0102	hypothetical protein - RAST_Product: FIG00774166: hypothetical protein	FIG00774166: hypothetical protein		Function unknown	ATG	 
lmo0103	108624	109256	633	+	108624	109256	633	ORF	similar to NADH oxidase	hypothetical protein - RAST_Product: NADH dehydrogenase (EC 1.6.99.3)	NADH dehydrogenase (EC 1.6.99.3)		Energy production and conversion	ATG	 
lmo0104	109349	109720	372	+	109349	109720	372	ORF	lmo0104	hypothetical protein - RAST_Product: FIG00774471: hypothetical protein	FIG00774471: hypothetical protein		Not in COGs	GTG	 
lmo0105	110013	112283	2271	+	110013	112283	2271	ORF	highly similar to chitinase B	hypothetical protein	Chitinase (EC 3.2.1.14)		"Carbohydrate transport and metabolism; General function prediction only;"	ATG	 
lmo0106	112386	113288	903	+	112386	113288	903	ORF	similar to transcription regulator	hypothetical protein - RAST_Product: Sugar kinase and transcription regulator (EC 2.7.1.-)	Sugar kinase and transcription regulator (EC 2.7.1.-)		"Transcription; Carbohydrate transport and metabolism;"	ATG	 
lmo0107	113313	115094	1782	-	113313	115094	1782	ORF	similar to ABC transporter, ATP-binding protein	hypothetical protein - RAST_Product: Lipid A export ATP-binding/permease protein MsbA	Lipid A export ATP-binding/permease protein MsbA	Operon_017	Defense/virulence mechanisms	ATG	 
lmo0108	115087	116829	1743	-	115087	116829	1743	ORF	similar to ABC transporter, ATP-binding protein	hypothetical protein - RAST_Product: Lipid A export ATP-binding/permease protein MsbA	Lipid A export ATP-binding/permease protein MsbA	Operon_017	Defense/virulence mechanisms	ATG	 
lmo0109	116972	117805	834	+	116972	117805	834	ORF	similar to transcriptional regulatory proteins, AraC family	hypothetical protein - RAST_Product: Transcriptional regulator, AraC family	Transcriptional regulator, AraC family	Operon_018	Transcription	ATG	 
lmo0110	117841	118956	1116	+	117841	118956	1116	ORF	similar to lipase	hypothetical protein - RAST_Product: Esterase/lipase	Esterase/lipase	Operon_018	Lipid transport and metabolism	ATG	 
lmo0111	119063	119770	708	+	119063	119770	708	ORF	lmo0111	hypothetical protein	FIG00774534: hypothetical protein		Signal transduction mechanisms	ATG	 
lmo0112	119740	120435	696	-	119740	120435	696	ORF	weakly similar to transcription regulators, Fnr/Crp family	hypothetical protein - RAST_Product: FIG00774366: hypothetical protein	FIG00774366: hypothetical protein		Not in COGs	ATG	 
lmo0113	120654	121106	453	-	120654	121106	453	lma operon	similar to protein gp35 from Bacteriophage A118	hypothetical protein - RAST_Product: Protein gp35 [Bacteriophage A118]	Protein gp35 [Bacteriophage A118]	Operon_019	Not in COGs	TTG	 
lmo0114	121112	121447	336	-	121112	121447	336	lma operon	similar to putative repressor C1 from lactococcal bacteriophage Tuc2009	hypothetical protein - RAST_Product: Phage repressor	Phage repressor	Operon_019	Transcription	ATG	 
